trial,score,ema_period,rsi_period,rsi_overbought,rsi_oversold,atr_period,consolidation_candles,consolidation_atr_mult,swing_lookback,volume_sma_period,volume_mult,risk_reward_ratio,risk_per_trade_pct,max_position_allocation_pct,leverage,tr_return_pct,tr_net_pnl,tr_gross_profit,tr_gross_loss,tr_pf,tr_sharpe,tr_max_dd,tr_trades,tr_wins,tr_losses,tr_win_rate,tr_fees,tr_blocked,va_return_pct,va_net_pnl,va_gross_profit,va_gross_loss,va_pf,va_sharpe,va_max_dd,va_trades,va_wins,va_losses,va_win_rate,va_fees,va_blocked
297,0.493114757093214,120,20,58.0,26.0,7,6,3.2,13,49,1.2000000000000002,2.5,0.027,0.5,3.0,67.71586902580037,6771.586902580038,31945.129999999997,25173.620000000003,1.2689923022592695,1.4475241499009568,21.300920946462448,211.0,80.0,131.0,37.91469194312796,4492.45,0.0,12.372430417149918,1237.2430417149917,9901.59,8664.380000000001,1.1427926752981747,0.7896070020226438,22.140798122360206,76.0,26.0,50.0,34.21052631578947,1219.47,0.0
291,0.44334635843454867,120,20,58.0,27.0,7,6,3.2,14,50,1.2000000000000002,2.7,0.027,0.5,3.0,51.1274625612001,5112.74625612001,29099.179999999997,23986.46,1.2131502522673208,1.1602772937007824,23.06573210228708,196.0,71.0,125.0,36.224489795918366,4008.99,0.0,13.570006299199958,1357.0006299199958,9758.02,8401.02,1.1615280049327343,0.8307429215316636,22.231740251274744,71.0,23.0,48.0,32.394366197183096,1153.84,0.0
295,0.43575783192153583,120,20,58.0,27.0,7,6,3.2,14,49,1.2000000000000002,2.7,0.027,0.5,3.0,48.5081219350501,4850.812193505009,29289.21,24438.4,1.1984913087599842,1.1178946291871978,20.638298004073132,199.0,71.0,128.0,35.678391959798994,4103.41,0.0,13.570006299199958,1357.0006299199958,9758.02,8401.02,1.1615280049327343,0.8307429215316636,22.231740251274744,71.0,23.0,48.0,32.394366197183096,1153.84,0.0
299,0.43021555007879075,114,20,58.0,26.0,7,6,3.2,13,47,1.2000000000000002,2.5,0.027,0.5,3.0,64.09170212725029,6409.170212725028,32359.579999999994,25950.43,1.246976639693446,1.3555251453116446,20.829296627589912,227.0,87.0,140.0,38.32599118942731,4625.23,0.0,10.165206397549754,1016.5206397549755,10331.589999999998,9315.01,1.1091335382356002,0.6715300028486633,24.284820784441216,85.0,28.0,57.0,32.94117647058823,1339.57,0.0
290,0.42546218976880035,115,20,58.0,27.0,7,6,3.2,13,50,1.2000000000000002,2.7,0.028,0.5,3.0,64.89614851204988,6489.614851204988,30725.300000000003,24235.73,1.2677687034803575,1.3511642848474434,21.609345259524392,206.0,76.0,130.0,36.89320388349515,4166.91,0.0,9.606812343949768,960.6812343949769,9964.13,9003.460000000001,1.1067000908539604,0.6345478362555372,24.651224677752374,78.0,24.0,54.0,30.76923076923077,1247.45,0.0
287,0.4235958766898833,114,20,58.0,26.0,8,6,3.5,13,47,1.2000000000000002,2.7,0.029,0.45,3.0,62.466330666499815,6246.633066649982,28603.22,22356.6,1.2794083179016489,1.3855107182727588,18.459295755212846,215.0,78.0,137.0,36.27906976744186,3820.71,0.0,9.948915522149782,994.8915522149782,9410.720000000001,8415.84,1.1182151751934448,0.6661710375386052,23.426691242208815,81.0,25.0,56.0,30.864197530864196,1175.47,0.0
257,0.4127740009126011,127,19,59.0,27.0,17,7,3.7,16,49,1.1,2.9000000000000004,0.029,0.45,2.0,39.95919279700005,3995.919279700005,18122.180000000004,14126.320000000002,1.2828663091307575,1.3212357675705058,17.607605588428644,189.0,61.0,128.0,32.27513227513227,2272.28,0.0,12.903744013999912,1290.3744013999913,6218.42,4928.05,1.261841905013139,1.0703573061938327,14.215862416178048,72.0,28.0,44.0,38.888888888888886,692.87,0.0
172,0.3850864951252992,144,20,58.0,31.0,17,5,3.6,17,44,1.3,2.9000000000000004,0.03,0.55,3.5,40.14209097619989,4014.209097619989,25836.37,21822.14,1.1839521696772177,0.9228441027905615,23.767908936206343,146.0,47.0,99.0,32.19178082191781,3593.58,0.0,13.184812061550055,1318.4812061550056,9087.32,7768.87,1.1697093657121305,0.7820818084161877,26.437514986160377,62.0,20.0,42.0,32.25806451612903,1163.6100000000001,0.0
266,0.36599122316151095,121,20,59.0,27.0,7,6,3.5,14,47,1.1,2.8,0.028,0.45,2.0,34.790223170200115,3479.0223170200115,19434.040000000005,15955.08,1.218047167422539,1.0777624116451228,16.38467731775928,214.0,71.0,143.0,33.177570093457945,2366.61,0.0,15.588941215200048,1558.8941215200048,7179.339999999999,5620.48,1.277353535641084,1.1515677096033097,15.50494783841731,81.0,30.0,51.0,37.03703703703704,774.73,0.0
268,0.3524748478598905,120,20,58.0,26.0,7,6,3.5,14,48,1.1,2.8,0.028,0.45,2.0,33.92388118000008,3392.388118000008,18286.27,14893.88,1.2277707353624443,1.1464436965739144,16.198402011490494,213.0,73.0,140.0,34.27230046948357,2377.09,0.0,11.63614041164994,1163.614041164994,6507.8899999999985,5344.2699999999995,1.2177322627786393,0.933008031385219,15.521561517144292,79.0,27.0,52.0,34.177215189873415,756.66,0.0
184,0.33610410797459617,143,19,60.0,32.0,17,6,3.8000000000000003,18,43,1.3,2.9000000000000004,0.028,0.55,2.5,34.15301569139999,3415.3015691399996,21627.679999999997,18212.4,1.1875249829786296,0.8999374731386623,22.186205237115804,159.0,50.0,109.0,31.446540880503143,2691.12,0.0,11.094542060000059,1109.4542060000058,7572.389999999999,6462.97,1.1716579219770475,0.7594165831896017,21.149954977014797,62.0,21.0,41.0,33.87096774193548,854.52,0.0
283,0.3330559430159274,114,20,59.0,26.0,7,6,3.6,15,50,1.2000000000000002,2.8,0.028,0.5,2.0,50.95430699139997,5095.430699139997,21032.149999999998,15936.66,1.3197338714636566,1.3354284111027874,16.149573634271494,204.0,70.0,134.0,34.31372549019608,2474.48,0.0,7.8509453693499935,785.0945369349993,7543.9800000000005,6758.870000000001,1.1161599498140962,0.6185910063215239,19.122449970255037,80.0,25.0,55.0,31.25,840.12,0.0
206,0.33038644211660567,140,19,59.0,32.0,17,7,3.7,17,47,1.1,2.9000000000000004,0.03,0.5,2.0,43.1073175116999,4310.731751169989,18686.239999999998,14375.54,1.2998635181704477,1.3422620882506253,15.181962271468624,176.0,56.0,120.0,31.818181818181817,2306.63,0.0,8.83794531905005,883.794531905005,5756.44,4872.63,1.1813825387932184,0.7478022067838811,16.31723699299154,67.0,25.0,42.0,37.3134328358209,718.82,0.0
221,0.3271388360199809,128,19,59.0,28.0,18,7,3.8000000000000003,16,50,1.0,2.9000000000000004,0.03,0.45,2.0,30.827335096299997,3082.7335096299994,18581.53,15498.839999999998,1.1988981110844426,1.077598115852738,18.579646217814314,214.0,67.0,147.0,31.30841121495327,2463.65,0.0,12.525924481599922,1252.5924481599923,6120.480000000001,4867.870000000001,1.2573219909323792,1.0458928336837496,13.35883646442309,72.0,28.0,44.0,38.888888888888886,694.97,0.0
263,0.32166190685565343,121,20,59.0,27.0,10,6,3.5,14,48,1.1,2.8,0.028,0.45,2.0,30.94791465980019,3094.791465980019,18130.999999999996,15036.18,1.2058248837138152,0.9961464050884182,17.56984720794722,208.0,68.0,140.0,32.69230769230769,2253.34,0.0,11.545565203749902,1154.5565203749902,6731.539999999999,5577.02,1.2070137815535893,0.9013652193160714,15.499365801619582,80.0,28.0,52.0,35.0,750.74,0.0
265,0.3158423442919031,117,20,59.0,27.0,7,6,3.5,14,47,1.1,2.8,0.028,0.45,2.0,30.25318024695009,3025.3180246950087,18805.02,15779.72,1.191720765640962,0.9594023229391289,17.269286548038888,218.0,72.0,146.0,33.027522935779814,2320.49,0.0,12.30929661739994,1230.9296617399941,7373.600000000001,6142.659999999999,1.2003920125808694,0.9345481201577642,17.931332876983227,85.0,30.0,55.0,35.294117647058826,810.88,0.0
285,0.31464635438463096,115,20,59.0,25.0,7,6,3.6,13,49,1.2000000000000002,2.6,0.029,0.45,2.0,47.59848960850013,4759.848960850013,19835.45,15075.59,1.3157329165890026,1.4281963718885713,15.048466170210817,218.0,79.0,139.0,36.23853211009175,2419.79,0.0,7.433599755599789,743.3599755599789,6883.620000000001,6140.24,1.1210669289799748,0.6428576766934304,16.874319496100483,83.0,27.0,56.0,32.53012048192771,781.38,0.0
202,0.30711093318223753,140,19,59.0,30.0,17,6,3.7,17,46,1.1,2.8,0.03,0.45,2.0,28.484849494900118,2848.484949490012,15315.490000000002,12466.929999999998,1.2284892912689815,1.0683966112707717,13.988952422661008,179.0,56.0,123.0,31.28491620111732,1963.65,0.0,10.482742342500005,1048.2742342500005,5545.830000000001,4497.589999999999,1.2330670425716888,0.9073336861242975,15.915711247172194,70.0,26.0,44.0,37.142857142857146,651.97,0.0
220,0.3024283476485939,130,19,59.0,30.0,18,7,3.8000000000000003,16,50,1.0,2.9000000000000004,0.03,0.45,2.0,28.642784483699906,2864.2784483699907,18318.49,15454.25,1.1853367196725821,1.0194108676977245,18.691176177791498,213.0,65.0,148.0,30.516431924882628,2444.65,0.0,10.808213636850033,1080.8213636850032,5659.81,4579.000000000001,1.2360362524568682,0.9409231788945981,13.739612551232858,70.0,26.0,44.0,37.142857142857146,668.02,0.0
125,0.3016575127073071,140,20,61.0,33.0,21,5,3.8000000000000003,12,44,1.3,2.6,0.025,0.65,1.0,26.26898997199993,2626.8989971999927,12824.94,10198.070000000003,1.2575850136349325,1.1957028414262887,14.371149289544194,178.0,59.0,119.0,33.146067415730336,1462.53,0.0,10.743646489499987,1074.3646489499988,4974.59,3900.21,1.275467218431828,1.172717955992556,14.779818564923062,73.0,27.0,46.0,36.986301369863014,490.31,0.0
273,0.3006980323590756,120,20,57.0,26.0,8,6,3.5,14,48,1.1,2.8,0.027,0.45,2.0,28.434711624550257,2843.4711624550255,16287.510000000002,13444.11,1.211497823210313,1.0577016007138522,14.750642858933357,209.0,71.0,138.0,33.97129186602871,2244.39,0.0,9.206729543499968,920.6729543499969,6251.52,5330.88,1.172699441743202,0.8274551092079664,14.708730945106794,79.0,25.0,54.0,31.645569620253166,778.19,0.0
269,0.297905259464351,118,20,58.0,26.0,7,6,3.3000000000000003,14,47,1.1,2.6,0.028,0.45,2.0,28.353783591949906,2835.3783591949905,17265.309999999998,14429.89,1.1964963003875981,1.0233257969208431,18.473704154662272,225.0,80.0,145.0,35.55555555555556,2362.52,0.0,9.537618145299893,953.7618145299894,6832.37,5878.63,1.1622384807344568,0.7986978236391684,17.901648228774132,85.0,29.0,56.0,34.11764705882353,805.04,0.0
171,0.29450011791011627,143,20,58.0,31.0,17,5,3.6,17,44,1.3,2.9000000000000004,0.029,0.55,2.0,28.549796782499854,2854.979678249985,15034.23,12179.269999999999,1.2344114220310414,0.983211105160229,15.376396888032692,148.0,46.0,102.0,31.08108108108108,1940.54,0.0,8.469085556000136,846.9085556000136,5532.84,4685.94,1.180732147658741,0.7140932663910118,17.094413785510707,61.0,20.0,41.0,32.78688524590164,673.11,0.0
